"Phase","FullName","Name","Extension","LengthBytes","LengthMiB","LastWriteTime","IsPCH","IsSharedPCHName","IsSharedPCHPCH","InUnrealEditorScope"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.h","SharedPCH.Core.Exceptions.Cpp20.h",".h","277","0","2026-07-04T10:51:27.3971554+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.cpp","SharedPCH.CoreUObject.Cpp20.cpp",".cpp","67","0","2026-07-04T10:51:27.4001621+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.h","SharedPCH.CoreUObject.Cpp20.h",".h","287","0","2026-07-04T10:51:27.3991609+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\Slate\SharedPCH.Slate.Cpp20.cpp","SharedPCH.Slate.Cpp20.cpp",".cpp","61","0","2026-07-04T10:51:27.4026705+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\Slate\SharedPCH.Slate.Cpp20.h","SharedPCH.Slate.Cpp20.h",".h","269","0","2026-07-04T10:51:27.4011617+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\Slate\SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.cpp","SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.cpp",".cpp","86","0","2026-07-04T10:51:27.4036796+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientEditorGPF\Development\Slate\SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.h","SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.h",".h","294","0","2026-07-04T10:51:27.4026705+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:27.3916313+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:27.3906315+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.cpp","SharedPCH.Core.Exceptions.Cpp20.cpp",".cpp","71","0","2026-07-04T10:51:27.3946450+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.h","SharedPCH.Core.Exceptions.Cpp20.h",".h","277","0","2026-07-04T10:51:27.3926381+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.cpp","SharedPCH.CoreUObject.Cpp20.cpp",".cpp","67","0","2026-07-04T10:51:27.3971554+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.h","SharedPCH.CoreUObject.Cpp20.h",".h","287","0","2026-07-04T10:51:27.3961490+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Slate\SharedPCH.Slate.Cpp20.cpp","SharedPCH.Slate.Cpp20.cpp",".cpp","61","0","2026-07-04T10:51:27.3981616+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Slate\SharedPCH.Slate.Cpp20.h","SharedPCH.Slate.Cpp20.h",".h","269","0","2026-07-04T10:51:27.3981616+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Slate\SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.cpp","SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.cpp",".cpp","86","0","2026-07-04T10:51:27.4001621+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CrashReportClientGPF\Development\Slate\SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.h","SharedPCH.Slate.Project.ValApi.ValExpApi.Cpp20.h",".h","294","0","2026-07-04T10:51:27.3991609+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:30.8957012+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:30.8957012+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.cpp","SharedPCH.Core.Exceptions.Cpp20.cpp",".cpp","71","0","2026-07-04T10:51:30.8967056+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.h","SharedPCH.Core.Exceptions.Cpp20.h",".h","277","0","2026-07-04T10:51:30.8957012+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.cpp","SharedPCH.CoreUObject.Cpp20.cpp",".cpp","67","0","2026-07-04T10:51:30.8967056+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.h","SharedPCH.CoreUObject.Cpp20.h",".h","287","0","2026-07-04T10:51:30.8967056+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\Slate\SharedPCH.Slate.Cpp20.cpp","SharedPCH.Slate.Cpp20.cpp",".cpp","61","0","2026-07-04T10:51:30.8977055+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\CSVToTelemetryGPF\Development\Slate\SharedPCH.Slate.Cpp20.h","SharedPCH.Slate.Cpp20.h",".h","269","0","2026-07-04T10:51:30.8977055+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:26.6389338+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:26.6379325+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.cpp","SharedPCH.Core.Exceptions.Cpp20.cpp",".cpp","71","0","2026-07-04T10:51:26.6404441+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\Core\SharedPCH.Core.Exceptions.Cpp20.h","SharedPCH.Core.Exceptions.Cpp20.h",".h","277","0","2026-07-04T10:51:26.6394385+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\Core\SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.cpp","SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.cpp",".cpp","85","0","2026-07-04T10:51:26.6434500+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\Core\SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.h","SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.h",".h","291","0","2026-07-04T10:51:26.6424492+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.cpp","SharedPCH.CoreUObject.Cpp20.cpp",".cpp","67","0","2026-07-04T10:51:26.6459546+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.h","SharedPCH.CoreUObject.Cpp20.h",".h","287","0","2026-07-04T10:51:26.6444489+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DatasmithCADWorkerGPF\Development\CoreUObject\SharedPCH.CoreUObject.Project.ValApi.ValExpApi.Cpp20.h","SharedPCH.CoreUObject.Project.ValApi.ValExpApi.Cpp20.h",".h","312","0","2026-07-04T10:51:26.6469633+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DerivedDataToolGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:26.6654984+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DerivedDataToolGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:26.6644978+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DerivedDataToolGPF\Development\Core\SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.cpp","SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.cpp",".cpp","85","0","2026-07-04T10:51:26.6664989+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DerivedDataToolGPF\Development\Core\SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.h","SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.h",".h","291","0","2026-07-04T10:51:26.6664989+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DiffAssetBulkDataGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:30.8522069+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DiffAssetBulkDataGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:30.8512058+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DiffAssetBulkDataGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.cpp","SharedPCH.CoreUObject.Cpp20.cpp",".cpp","67","0","2026-07-04T10:51:30.8522069+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\DiffAssetBulkDataGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.h","SharedPCH.CoreUObject.Cpp20.h",".h","287","0","2026-07-04T10:51:30.8522069+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EpicWebHelperGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:26.6605004+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EpicWebHelperGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:26.6594931+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EpicWebHelperGPF\Development\Core\SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.cpp","SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.cpp",".cpp","85","0","2026-07-04T10:51:26.6614981+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EpicWebHelperGPF\Development\Core\SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.h","SharedPCH.Core.Project.ValApi.ValExpApi.Cpp20.h",".h","291","0","2026-07-04T10:51:26.6605004+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EventLoopUnitTestsGPF\Development\Core\SharedPCH.Core.Cpp20.cpp","SharedPCH.Core.Cpp20.cpp",".cpp","60","0","2026-07-04T10:51:30.3514395+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EventLoopUnitTestsGPF\Development\Core\SharedPCH.Core.Cpp20.h","SharedPCH.Core.Cpp20.h",".h","266","0","2026-07-04T10:51:30.3504397+08:00","False","True","False","False"
"After","D:\UE\5.7.4r\Engine\Intermediate\Build\Win64\x64\EventLoopUnitTestsGPF\Development\CoreUObject\SharedPCH.CoreUObject.Cpp20.cpp","SharedPCH.CoreUObject.Cpp20.cpp",".cpp","67","0","2026-07-04T10:51:30.3524399+08:00","False","True","False","False"
